room_key,address_place,address_street,address_zip_code,seats_sitting,seats_wheelchair,seats_standing,floor_type,floor_level,tumonline_id,area_id,building_id,main_operator_id,usage_id,alt_name,arch_name,calendar_resource_nr,patched
0101.EG.129,München,Theresienstr. 90,80333,1,,,Linoleum,EG,38677,27,561,15368,110,"N0129, Kopierraum",N0129@0101,,false
0101.EG.130,München,Theresienstr. 90,80333,1,,,Linoleum,EG,38679,27,561,15368,207,"N0130, Serverraum",N0130@0101,,false
0101.EG.131,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7508,27,561,15368,12,"N0131, Netzwerkadministrator",N0131@0101,,false
0101.EG.132,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7511,27,561,15368,12,"N0132, Büro",N0132@0101,,false
0101.EG.133,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7515,27,561,54957,12,"N0133, Büro",N0133@0101,,false
0101.EG.134,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7519,27,561,15368,12,"N0134, Büro",N0134@0101,,false
0101.EG.135,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7524,27,561,54957,12,"N0135, Büro mit exp. Arbeitsplatz",N0135@0101,,false
0101.EG.136,München,Theresienstr. 90,80333,2,,,Spannteppich,EG,7528,27,561,54957,12,"N0136, Büro",N0136@0101,,false
0101.EG.137,München,Theresienstr. 90,80333,24,,,Linoleum,EG,38554,27,561,15368,208,"N0137, Studentenlabor",N0137@0101,34612,false
0101.EG.138,München,Theresienstr. 90,80333,2,,,Linoleum,EG,7424,27,561,54957,12,"N0138, Büro",N0138@0101,,false
0101.EG.139,München,Theresienstr. 90,80333,2,,,Linoleum,EG,38565,27,561,54957,12,"N0139, Büro",N0139@0101,34677,false
0101.EG.140,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38570,27,561,19691,52,"N0140, Windfang",N0140@0101,,false
0101.EG.140A,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69415,27,561,19691,222,"N0140A, Flur",N0140A@0101,,false
0101.EG.140B,München,Theresienstr. 90,80333,,,,Stein,EG,69417,27,561,19691,219,"N0140B, Gang, Weg im Freien",N0140B@0101,,false
0101.EG.141,München,Theresienstr. 90,80333,2,,,Linoleum,EG,38578,27,561,15368,51,"N0141, Elektronik-Werkstatt",N0141@0101,,false
0101.EG.142,München,Theresienstr. 90,80333,1,,,Linoleum,EG,38585,27,561,15368,12,"N0142, Büro mit Archiv",N0142@0101,,false
0101.EG.144,München,Theresienstr. 90,80333,1,,,Linoleum,EG,7439,27,561,54957,12,"N0144, Büro",N0144@0101,,false
0101.EG.146,München,Theresienstr. 90,80333,2,,,Spannteppich,EG,7440,27,561,54957,12,"N0146, Büro mit exp. Arbeitsplatz",N0146@0101,,false
0101.EG.147,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,38528,27,561,54957,12,"N0147, Büro mit exp. Arbeitsplatz",N0147@0101,,false
0101.EG.148,München,Theresienstr. 90,80333,7,,,Linoleum,EG,13454,27,561,52079,196,"N0148, Besprechungsraum",N0148@0101,35492,false
0101.EG.149,München,Theresienstr. 90,80333,2,,,Spannteppich,EG,54564,27,561,52079,12,"N0149, Büro",N0149@0101,,false
0101.EG.150,München,Theresienstr. 90,80333,2,,,Spannteppich,EG,7445,27,561,52079,12,"N0150, Büro",N0150@0101,,false
0101.EG.151,München,Theresienstr. 90,80333,1,,,Spannteppich,EG,7448,27,561,54178,44,"N0151, Elternzimmer",N0151@0101,30552,false
0101.EG.152,München,Theresienstr. 90,80333,1,,,Linoleum,EG,20467,27,561,53118,51,"N0152, Werkstatt",N0152@0101,15236,false
0101.EG.160,München,Theresienstr. 90,80333,1,,,Stein,EG,38542,27,561,53118,148,"N0160, Schausammlung öffentl.",N0160@0101,20135,false
0101.EG.160A,München,Theresienstr. 90,80333,,,,Gitterrost,EG,38720,27,561,19691,223,"N0160A, Treppe",N0160A@0101,,false
0101.EG.160B,München,Theresienstr. 90,80333,,,,Gitterrost,EG,38723,27,561,19691,223,"N0160B, Treppe",N0160B@0101,,false
0101.EG.170,München,Theresienstr. 90,80333,,,,Fliesen,EG,38730,27,561,19691,115,"N0170, WC-Herren",N0170@0101,,false
0101.EG.170A,München,Theresienstr. 90,80333,,,,Linoleum,EG,38733,27,561,19691,4,"N0170A, Aufzug",N0170A@0101,,false
0101.EG.170B,München,Theresienstr. 90,80333,,,,Fliesen,EG,38738,27,561,19691,205,"N0170B, Putzraum",N0170B@0101,,false
0101.EG.170C,München,Theresienstr. 90,80333,,,,Stein,EG,38741,27,561,19691,222,"N0170C, Flur zu WC",N0170C@0101,,false
0101.EG.170D,München,Theresienstr. 90,80333,,,,Fliesen,EG,69409,27,561,19691,116,"N0170D, WC-Damen mit Dusche",N0170D@0101,,false
0101.EG.170E,München,Theresienstr. 90,80333,,,,Linoleum,EG,69422,27,561,19691,205,"N0170E, Putzraum",N0170E@0101,,false
0101.EG.171,München,Theresienstr. 90,80333,,,,Linoleum,EG,38746,27,561,19691,223,"N0171, Treppenraum",N0171@0101,,false
0101.EG.171A,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38751,27,561,19691,222,"N0171A, Flur",N0171A@0101,,false
0101.EG.171B,München,Theresienstr. 90,80333,,,,Keine Angabe,EG,38755,27,561,19691,203,"N0171b, Kellertreppe",N0171b@0101,,false
0101.EG.171C,München,Theresienstr. 90,80333,,,,Kunststoff,EG,69407,27,561,19691,222,"N0171C, Flur",N0171C@0101,,false
0101.EG.171D,München,Theresienstr. 90,80333,,,,Linoleum,EG,69421,27,561,55298,30,"N0171D, Lager Hausmeister",N0171D@0101,,false
0101.EG.171E,München,Theresienstr. 90,80333,,,,Linoleum,EG,69419,27,561,19691,223,"N0171E, Treppe",N0171E@0101,,false
0101.EG.172A,München,Theresienstr. 90,80333,,,,Fliesen,EG,38759,27,561,19691,118,"N0172A, WC-Damen / Wickeltisch",N0172A@0101,,false
0101.EG.172B,München,Theresienstr. 90,80333,,,,Fliesen,EG,69410,27,561,19691,116,"N0172B, WC-Damen",N0172B@0101,,false
0101.EG.174B,München,Theresienstr. 90,80333,,,,Fliesen,EG,38764,27,561,19691,117,"N0174B, WC-Barrierefrei",N0174B@0101,,false
0101.EG.176,München,Theresienstr. 90,80333,,,,PVC,EG,38770,27,561,19691,32,"N0176, RLT",N0176@0101,,false
0101.EG.176B,München,Theresienstr. 90,80333,,,,Fliesen,EG,38828,27,561,19691,116,"N0176B, WC-Damen",N0176B@0101,,false
0101.EG.176C,München,Theresienstr. 90,80333,,,,Fliesen,EG,69424,27,561,19691,118,"N0176C, WC-Vorraum Damen",N0176C@0101,,false
0101.EG.177,München,Theresienstr. 90,80333,,,,PVC,EG,38832,27,561,14156,207,"N0177, Technikraum 2",N0177@0101,,false
0101.EG.178A,München,Theresienstr. 90,80333,,,,Linoleum,EG,38836,27,561,14156,30,"N0178A, Vorraum Server",N0178A@0101,,false
0101.EG.178B,München,Theresienstr. 90,80333,,,,Linoleum,EG,38838,27,561,14156,207,"N0178B, Technikraum 2",N0178B@0101,,false
0101.EG.179,München,Theresienstr. 90,80333,,,,Stein,EG,38843,27,561,55298,30,"N0179, Lager",N0179@0101,,false
0101.EG.179A,München,Theresienstr. 90,80333,,,,Stein,EG,38859,27,561,55298,120,"N0179A, Brandmeldezentrale",N0179A@0101,,false
0101.EG.179B,München,Theresienstr. 90,80333,,,,Stein,EG,66734,27,561,14156,30,"N0179B, Technikraum Lager",N0179B@0101,,false
0101.EG.180,München,Theresienstr. 90,80333,,,,PVC,EG,38861,27,561,19691,120,"N0180, Maschinenraum",N0180@0101,,false
0101.EG.189,München,Theresienstr. 90,80333,,,,Stein,EG,38864,27,561,19691,121,"N0189, Garderobe",N0189@0101,,false
0101.EG.190,München,Theresienstr. 90,80333,,,,Linoleum,EG,38875,27,561,55298,222,"N0190, Flur",N0190@0101,,false
0101.EG.190A,München,Theresienstr. 90,80333,,,,Fliesen,EG,38694,27,561,19691,30,"N0190A, Lager",N0190A@0101,,false
0101.EG.190B,München,Theresienstr. 90,80333,,,,Fliesen,EG,38698,27,561,19691,30,"N0190B, Lager",N0190B@0101,,false
0101.EG.190C,München,Theresienstr. 90,80333,,,,Linoleum,EG,38703,27,561,55298,222,"N0190C, Flur",N0190C@0101,,false
0101.EG.190D,München,Theresienstr. 90,80333,,,,Fliesen,EG,38706,27,561,55298,222,"N0190D, Flur",N0190D@0101,,false
0101.EG.190E,München,Theresienstr. 90,80333,,,,Fliesen,EG,69405,27,561,55298,30,"N0190E, Lager",N0190E@0101,,false
0101.EG.191,München,Theresienstr. 90,80333,,,,PVC,EG,38711,27,561,55298,30,"N0191, Tagungsmöbellager",N0191@0101,,false
0101.EG.191A,München,Theresienstr. 90,80333,,,,PVC,EG,38717,27,561,14934,30,"N0191A, Lager",N0191A@0101,,false
0101.EG.192A,München,Theresienstr. 90,80333,,,,Fliesen,EG,38955,27,561,19691,115,"N0192A, WC-Herren",N0192A@0101,,false
0101.EG.192B,München,Theresienstr. 90,80333,,,,Fliesen,EG,69423,27,561,19691,118,"N0192B, WC-Vorraum Herren",N0192B@0101,,false
0101.EG.194,München,Theresienstr. 90,80333,,,,Linoleum,EG,38959,27,561,19691,223,"N0194, Treppenraum",N0194@0101,,false
0101.EG.194A,München,Theresienstr. 90,80333,,,,Linoleum,EG,38964,27,561,19691,223,"N0194A, Treppe",N0194A@0101,,false
0101.EG.194B,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38968,27,561,19691,222,"N0194B, Flur",N0194B@0101,,false
0101.EG.194C,München,Theresienstr. 90,80333,,,,Kunststoff,EG,38973,27,561,19691,222,"N0194C, Flur",N0194C@0101,,false
0101.EG.194D,München,Theresienstr. 90,80333,,,,Linoleum,EG,69420,27,561,55298,30,"N0194D, Lager",N0194D@0101,,false
0101.EG.195,München,Theresienstr. 90,80333,,,,PVC,EG,38978,27,561,14935,30,"N0195, Lager Baumechanik",N0195@0101,19303,false
0101.EG.195A,München,Theresienstr. 90,80333,,,,PVC,EG,38982,27,561,14935,30,"N0195A, Lager Baumechanik",N0195A@0101,,false
0101.EG.195B,München,Theresienstr. 90,80333,,,,PVC,EG,38985,27,561,14935,30,"N0195B, Lager Baumechanik",N0195B@0101,,false
0101.EG.195D,München,Theresienstr. 90,80333,,,,Linoleum,EG,38992,27,561,19691,4,"N0195D, Aufzug",N0195D@0101,,false
0101.EG.198B,München,Theresienstr. 90,80333,,,,Fliesen,EG,38998,27,561,19691,116,"N0198B, WC-Damen",N0198B@0101,,false
0101.EG.198D,München,Theresienstr. 90,80333,,,,Fliesen,EG,69416,27,561,19691,118,"N0198D, WC-Vorraum Damen",N0198D@0101,,false
0101.EG.199,München,Theresienstr. 90,80333,45,,,Spannteppich,EG,7566,27,561,51267,135,"N0199, Cip-Raum",N0199@0101,15038,false
0101.EG.199B,München,Theresienstr. 90,80333,,,,PVC,EG,39002,27,561,19691,32,"N0199B, Technik RLT",N0199B@0101,,false
0101.U1.101,München,Theresienstr. 90,80333,,,,Fliesen,1.UG,37412,27,561,55298,12,"NK101, Büro Fahrbereitschaft",NK101@0101,,false
0101.U1.101A,München,Theresienstr. 90,80333,,,,Fliesen,1.UG,67621,27,561,55298,44,"NK101A, Aufenthaltsraum Fahrbereitschaft",NK101A@0101,,false
0101.U1.103,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37420,27,561,55298,32,"NK103, Lüftung",NK103@0101,,false
0101.U1.104,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37426,27,561,55298,32,"NK104, Lüftung",NK104@0101,,false
0101.U1.107,München,Theresienstr. 90,80333,,,,Fliesen,1.UG,37440,27,561,19691,114,"NK107, WC",NK107@0101,,false
0101.U1.109,München,Theresienstr. 90,80333,,,,Fliesen,1.UG,37442,27,561,55298,155,"NK109, Waschhalle",NK109@0101,,false
0101.U1.109A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37450,27,561,55298,30,"NK109A, Reifenlager",NK109A@0101,,false
0101.U1.109B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37459,27,561,55298,121,"NK109B, Umkleide",NK109B@0101,,false
0101.U1.109C,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37477,27,561,55298,30,"NK109C, Lager",NK109C@0101,,false
0101.U1.109D,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37479,27,561,19691,16,"NK109D, Durchgang",NK109D@0101,,false
0101.U1.109E,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,67622,27,561,55298,32,"NK109E, Raumluftpodest im NK109C",NK109E@0101,,false
0101.U1.109F,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,67623,27,561,19691,100,"NK109F, Park-Durchgangsbereich zu NK 109D",NK109F@0101,,false
0101.U1.110,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37483,27,561,55298,32,"NK110, Raumluft",NK110@0101,,false
0101.U1.111,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37498,27,561,19691,222,"NK111, Flur",NK111@0101,,false
0101.U1.111A,München,Theresienstr. 90,80333,,,,Linoleum,1.UG,37384,27,561,19691,222,"NK111A, Flur",NK111A@0101,,false
0101.U1.111B,München,Theresienstr. 90,80333,,,,Linoleum,1.UG,37386,27,561,19691,222,"NK111B, Flur",NK111B@0101,,false
0101.U1.112,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37391,27,561,54178,2,"NK112, Archiv",NK112@0101,,false
0101.U1.112A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37396,27,561,39906,120,"NK112A, LRZ-Verteilerknoten",NK112A@0101,,false
0101.U1.113,München,Theresienstr. 90,80333,,,,Linoleum,1.UG,37399,27,561,55298,51,"NK113, Metallwerkstätte grob",NK113@0101,,false
0101.U1.114,München,Theresienstr. 90,80333,,,,Fliesen,1.UG,37604,27,561,55298,160,"NK114, Stromversorgung",NK114@0101,,false
0101.U1.115,München,Theresienstr. 90,80333,,,,Fliesen,1.UG,37607,27,561,55298,160,"NK115, Stromversorgung",NK115@0101,,false
0101.U1.117,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37611,27,561,19691,222,"NK117, Flur",NK117@0101,,false
0101.U1.118,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37616,27,561,55298,32,"NK118, Lüftung",NK118@0101,,false
0101.U1.118A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37619,27,561,55298,160,"NK118A, Stromversorgung",NK118A@0101,,false
0101.U1.118B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37627,27,561,55298,160,"NK118B, Stromversorgung",NK118B@0101,,false
0101.U1.118C,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37633,27,561,55298,160,"NK118C, Stromversorgung",NK118C@0101,,false
0101.U1.118D,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37638,27,561,55298,160,"NK118D, Stromversorgung",NK118D@0101,,false
0101.U1.118E,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37642,27,561,55298,160,"NK118E, Stromversorgung",NK118E@0101,,false
0101.U1.118F,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37650,27,561,55298,160,"NK118F, Stromversorgung",NK118F@0101,,false
0101.U1.119,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37658,27,561,55298,160,"NK119, Stromversorgung",NK119@0101,,false
0101.U1.125,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37665,27,561,55298,32,"NK125, Lüftung",NK125@0101,,false
0101.U1.126,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37674,27,561,55298,32,"NK126, Lüftung",NK126@0101,,false
0101.U1.130,München,Theresienstr. 90,80333,,,,Kunststoff,1.UG,37680,27,561,19691,223,"NK130, Treppe",NK130@0101,,false
0101.U1.130A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,63632,27,561,19691,222,"NK130A, Flur",NK130A@0101,,false
0101.U1.131,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37690,27,561,19691,223,"NK131, Treppe",NK131@0101,,false
0101.U1.132,München,Theresienstr. 90,80333,,,,Kunststoff,1.UG,37499,27,561,19691,223,"NK132, Treppe/Flur",NK132@0101,,false
0101.U1.132A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69406,27,561,19691,222,"NK132A, Flur",NK132A@0101,,false
0101.U1.132B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69381,27,561,19691,222,"NK132B, Flur",NK132B@0101,,false
0101.U1.132C,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69379,27,561,19691,159,"NK132C, Abstellraum",NK132C@0101,,false
0101.U1.132D,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69382,27,561,19691,222,"NK132D, Flur",NK132D@0101,,false
0101.U1.140,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,63333,27,561,55298,32,"NK140, RLT-Anlage (Zugang Steiggitter 0102)",NK140@0101,,false
0101.U1.140A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69443,27,561,19691,223,"NK140A, Treppe",NK140A@0101,,false
0101.U1.199M,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69378,27,561,19691,195,"NK199M, Schacht f.Personenaufzug",NK199M@0101,,false
0101.U1.201,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37502,27,561,55298,100,"NT201, Dienstfahrzeuge",NT201@0101,,false
0101.U1.202,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37507,27,561,55298,100,"NT202, Dienstfahrzeuge",NT202@0101,,false
0101.U1.203,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37518,27,561,55298,100,"NT203, Dienstfahrzeuge",NT203@0101,,false
0101.U1.204,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37549,27,561,55298,100,"NT204, Dienstfahrzeuge",NT204@0101,,false
0101.U1.204A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69458,27,561,19691,100,"NT204A, Kfz.-Abst.i.Gebäude integriert",NT204A@0101,,false
0101.U1.204B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69456,27,561,19691,100,"NT204B, Kfz.-Abst.i.Gebäude integriert",NT204B@0101,,false
0101.U1.205,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37558,27,561,55298,100,"NT205, Dienstfahrzeuge",NT205@0101,,false
0101.U1.205A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69457,27,561,19691,100,"NT205A, Kfz.-Abst.i.Gebäude integriert",NT205A@0101,,false
0101.U1.205B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69455,27,561,19691,100,"NT205B, Kfz.-Abst.i.Gebäude integriert",NT205B@0101,,false
0101.U1.206,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37565,27,561,55298,100,"NT206, Dienstfahrzeuge",NT206@0101,,false
0101.U1.206A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69460,27,561,19691,100,"NT206A, Kfz.-Abst.i.Gebäude integriert",NT206A@0101,,false
0101.U1.206B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69461,27,561,19691,100,"NT206B, Kfz.-Abst.i.Gebäude integriert",NT206B@0101,,false
0101.U1.207,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37573,27,561,55298,100,"NT207, Dienstparkplatz",NT207@0101,,false
0101.U1.208,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69376,27,561,19691,100,"NT208, Kfz.-Abst.i.Gebäude integriert",NT208@0101,,false
0101.U1.209,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37582,27,561,55298,100,"NT209, Dienstfahrzeuge",NT209@0101,,false
0101.U1.209A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69374,27,561,19691,100,"NT209A, Kfz.-Abst.i.Gebäude integriert",NT209A@0101,,false
0101.U1.209B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69372,27,561,19691,100,"NT209B, Kfz.-Abst.i.Gebäude integriert",NT209B@0101,,false
0101.U1.210,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37590,27,561,55298,100,"NT210, Dienstfahrzeuge",NT210@0101,,false
0101.U1.210A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69375,27,561,19691,100,"NT210A, Kfz.-Abst.i.Gebäude integriert",NT210A@0101,,false
0101.U1.210B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69373,27,561,19691,100,"NT210B, Kfz.-Abst.i.Gebäude integriert",NT210B@0101,,false
0101.U1.211,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37598,27,561,55298,100,"NT211, Dienstfahrzeuge",NT211@0101,,false
0101.U1.211A,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69464,27,561,19691,100,"NT211A, Kfz.-Abst.i.Gebäude integriert",NT211A@0101,,false
0101.U1.211B,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69465,27,561,19691,100,"NT211B, Kfz.-Abst.i.Gebäude integriert",NT211B@0101,,false
0101.U1.212,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,67150,27,561,55298,100,"NT212, Dienstfahrzeuge/Zugang zu NK109C",NT212@0101,,false
0101.U1.300,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,69371,27,561,19691,100,"NT300, Kfz.-Abst.i.Gebäude integriert",NT300@0101,,false
0101.U1.301,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37526,27,561,19691,100,"NT301, Parkbucht",NT301@0101,,false
0101.U1.302,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37541,27,561,19691,100,"NT302, Parkbucht",NT302@0101,,false
0101.U1.303,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37730,27,561,19691,100,"NT303, Parkbucht",NT303@0101,,false
0101.U1.304,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37739,27,561,19691,100,"NT304, Parkbucht",NT304@0101,,false
0101.U1.305,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37746,27,561,19691,100,"NT305, Parkbucht",NT305@0101,,false
0101.U1.306,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37753,27,561,19691,100,"NT306, Parkbucht",NT306@0101,,false
0101.U1.307,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37763,27,561,19691,100,"NT307, Parkbucht",NT307@0101,,false
0101.U1.308,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37769,27,561,19691,100,"NT308, Parkbucht",NT308@0101,,false
0101.U1.309,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37772,27,561,19691,100,"NT309, Parkbucht",NT309@0101,,false
0101.U1.310,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37776,27,561,19691,100,"NT310, Parkbucht",NT310@0101,,false
0101.U1.311,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37780,27,561,19691,100,"NT311, Parkbucht",NT311@0101,,false
0101.U1.312,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37785,27,561,19691,100,"NT312, Parkbucht",NT312@0101,,false
0101.U1.313,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37790,27,561,19691,100,"NT313, Parkbucht",NT313@0101,,false
0101.U1.314,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37794,27,561,19691,100,"NT314, Parkbucht",NT314@0101,,false
0101.U1.315,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37800,27,561,19691,100,"NT315, Parkbucht",NT315@0101,,false
0101.U1.316,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37804,27,561,19691,100,"NT316, Parkbucht",NT316@0101,,false
0101.U1.317,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37809,27,561,19691,100,"NT317, Parkbucht",NT317@0101,,false
0101.U1.318,München,Theresienstr. 90,80333,,,,Estrich (Beton),1.UG,37816,27,561,19691,100,"NT318, Parkbucht",NT318@0101,,false
